location,station_id,temperature,month_name,month,day,date,day_of_year
San Diego,USW00093107,72.6,Aug,08,13,0000-08-13,226
San Diego,USW00093107,72.7,Aug,08,14,0000-08-14,227
San Diego,USW00093107,72.7,Aug,08,15,0000-08-15,228
San Diego,USW00093107,72.7,Aug,08,16,0000-08-16,229
San Diego,USW00093107,72.7,Aug,08,17,0000-08-17,230
San Diego,USW00093107,72.8,Aug,08,18,0000-08-18,231
San Diego,USW00093107,72.8,Aug,08,19,0000-08-19,232
San Diego,USW00093107,72.8,Aug,08,20,0000-08-20,233
San Diego,USW00093107,72.8,Aug,08,21,0000-08-21,234
San Diego,USW00093107,72.8,Aug,08,22,0000-08-22,235
San Diego,USW00093107,72.8,Aug,08,23,0000-08-23,236
San Diego,USW00093107,72.8,Aug,08,24,0000-08-24,237
San Diego,USW00093107,72.8,Aug,08,25,0000-08-25,238
San Diego,USW00093107,72.7,Aug,08,26,0000-08-26,239
San Diego,USW00093107,72.7,Aug,08,27,0000-08-27,240
San Diego,USW00093107,72.7,Aug,08,28,0000-08-28,241
San Diego,USW00093107,72.7,Aug,08,29,0000-08-29,242
San Diego,USW00093107,72.6,Aug,08,30,0000-08-30,243
San Diego,USW00093107,72.6,Aug,08,31,0000-08-31,244
San Diego,USW00093107,72.5,Sep,09,1,0000-09-01,245
San Diego,USW00093107,72.4,Sep,09,2,0000-09-02,246
San Diego,USW00093107,72.4,Sep,09,3,0000-09-03,247
San Diego,USW00093107,72.3,Sep,09,4,0000-09-04,248
San Diego,USW00093107,72.2,Sep,09,5,0000-09-05,249
San Diego,USW00093107,72.1,Sep,09,6,0000-09-06,250
San Diego,USW00093107,72,Sep,09,7,0000-09-07,251
San Diego,USW00093107,71.9,Sep,09,8,0000-09-08,252
San Diego,USW00093107,71.8,Sep,09,9,0000-09-09,253
San Diego,USW00093107,71.7,Sep,09,10,0000-09-10,254
San Diego,USW00093107,71.6,Sep,09,11,0000-09-11,255
San Diego,USW00093107,71.4,Sep,09,12,0000-09-12,256
San Diego,USW00093107,71.3,Sep,09,13,0000-09-13,257
San Diego,USW00093107,71.1,Sep,09,14,0000-09-14,258
San Diego,USW00093107,71,Sep,09,15,0000-09-15,259
San Diego,USW00093107,70.8,Sep,09,16,0000-09-16,260
San Diego,USW00093107,70.7,Sep,09,17,0000-09-17,261
San Diego,USW00093107,70.5,Sep,09,18,0000-09-18,262
San Diego,USW00093107,70.3,Sep,09,19,0000-09-19,263
San Diego,USW00093107,70.2,Sep,09,20,0000-09-20,264
San Diego,USW00093107,70,Sep,09,21,0000-09-21,265
San Diego,USW00093107,69.8,Sep,09,22,0000-09-22,266
San Diego,USW00093107,69.7,Sep,09,23,0000-09-23,267
San Diego,USW00093107,69.5,Sep,09,24,0000-09-24,268
San Diego,USW00093107,69.3,Sep,09,25,0000-09-25,269
San Diego,USW00093107,69.1,Sep,09,26,0000-09-26,270
San Diego,USW00093107,69,Sep,09,27,0000-09-27,271
San Diego,USW00093107,68.8,Sep,09,28,0000-09-28,272
San Diego,USW00093107,68.6,Sep,09,29,0000-09-29,273
San Diego,USW00093107,68.4,Sep,09,30,0000-09-30,274
San Diego,USW00093107,68.3,Oct,10,1,0000-10-01,275
San Diego,USW00093107,68.1,Oct,10,2,0000-10-02,276
San Diego,USW00093107,67.9,Oct,10,3,0000-10-03,277
San Diego,USW00093107,67.8,Oct,10,4,0000-10-04,278
San Diego,USW00093107,67.6,Oct,10,5,0000-10-05,279
San Diego,USW00093107,67.4,Oct,10,6,0000-10-06,280
San Diego,USW00093107,67.3,Oct,10,7,0000-10-07,281
San Diego,USW00093107,67.1,Oct,10,8,0000-10-08,282
San Diego,USW00093107,67,Oct,10,9,0000-10-09,283
San Diego,USW00093107,66.8,Oct,10,10,0000-10-10,284
San Diego,USW00093107,66.7,Oct,10,11,0000-10-11,285
San Diego,USW00093107,66.5,Oct,10,12,0000-10-12,286
San Diego,USW00093107,66.4,Oct,10,13,0000-10-13,287
San Diego,USW00093107,66.2,Oct,10,14,0000-10-14,288
San Diego,USW00093107,66.1,Oct,10,15,0000-10-15,289
San Diego,USW00093107,65.9,Oct,10,16,0000-10-16,290
San Diego,USW00093107,65.8,Oct,10,17,0000-10-17,291
San Diego,USW00093107,65.6,Oct,10,18,0000-10-18,292
San Diego,USW00093107,65.5,Oct,10,19,0000-10-19,293
San Diego,USW00093107,65.3,Oct,10,20,0000-10-20,294
San Diego,USW00093107,65.2,Oct,10,21,0000-10-21,295
San Diego,USW00093107,65,Oct,10,22,0000-10-22,296
San Diego,USW00093107,64.9,Oct,10,23,0000-10-23,297
San Diego,USW00093107,64.7,Oct,10,24,0000-10-24,298
San Diego,USW00093107,64.5,Oct,10,25,0000-10-25,299
San Diego,USW00093107,64.4,Oct,10,26,0000-10-26,300
San Diego,USW00093107,64.2,Oct,10,27,0000-10-27,301
San Diego,USW00093107,64,Oct,10,28,0000-10-28,302
San Diego,USW00093107,63.9,Oct,10,29,0000-10-29,303
San Diego,USW00093107,63.7,Oct,10,30,0000-10-30,304
San Diego,USW00093107,63.5,Oct,10,31,0000-10-31,305
San Diego,USW00093107,63.3,Nov,11,1,0000-11-01,306
San Diego,USW00093107,63.1,Nov,11,2,0000-11-02,307
San Diego,USW00093107,62.9,Nov,11,3,0000-11-03,308
San Diego,USW00093107,62.7,Nov,11,4,0000-11-04,309
San Diego,USW00093107,62.5,Nov,11,5,0000-11-05,310
San Diego,USW00093107,62.3,Nov,11,6,0000-11-06,311
San Diego,USW00093107,62,Nov,11,7,0000-11-07,312
San Diego,USW00093107,61.8,Nov,11,8,0000-11-08,313
San Diego,USW00093107,61.6,Nov,11,9,0000-11-09,314
San Diego,USW00093107,61.4,Nov,11,10,0000-11-10,315
San Diego,USW00093107,61.1,Nov,11,11,0000-11-11,316
San Diego,USW00093107,60.9,Nov,11,12,0000-11-12,317
San Diego,USW00093107,60.6,Nov,11,13,0000-11-13,318
San Diego,USW00093107,60.4,Nov,11,14,0000-11-14,319
San Diego,USW00093107,60.1,Nov,11,15,0000-11-15,320
San Diego,USW00093107,59.9,Nov,11,16,0000-11-16,321
San Diego,USW00093107,59.6,Nov,11,17,0000-11-17,322
San Diego,USW00093107,59.4,Nov,11,18,0000-11-18,323
San Diego,USW00093107,59.2,Nov,11,19,0000-11-19,324
San Diego,USW00093107,58.9,Nov,11,20,0000-11-20,325
San Diego,USW00093107,58.7,Nov,11,21,0000-11-21,326
San Diego,USW00093107,58.4,Nov,11,22,0000-11-22,327
San Diego,USW00093107,58.2,Nov,11,23,0000-11-23,328
San Diego,USW00093107,57.9,Nov,11,24,0000-11-24,329
San Diego,USW00093107,57.7,Nov,11,25,0000-11-25,330
San Diego,USW00093107,57.5,Nov,11,26,0000-11-26,331
San Diego,USW00093107,57.3,Nov,11,27,0000-11-27,332
San Diego,USW00093107,57.1,Nov,11,28,0000-11-28,333
San Diego,USW00093107,56.9,Nov,11,29,0000-11-29,334
San Diego,USW00093107,56.7,Nov,11,30,0000-11-30,335
San Diego,USW00093107,56.5,Dec,12,1,0000-12-01,336
San Diego,USW00093107,56.3,Dec,12,2,0000-12-02,337
San Diego,USW00093107,56.1,Dec,12,3,0000-12-03,338
San Diego,USW00093107,56,Dec,12,4,0000-12-04,339
San Diego,USW00093107,55.8,Dec,12,5,0000-12-05,340
San Diego,USW00093107,55.7,Dec,12,6,0000-12-06,341
San Diego,USW00093107,55.5,Dec,12,7,0000-12-07,342
San Diego,USW00093107,55.4,Dec,12,8,0000-12-08,343
San Diego,USW00093107,55.3,Dec,12,9,0000-12-09,344
San Diego,USW00093107,55.2,Dec,12,10,0000-12-10,345
San Diego,USW00093107,55.1,Dec,12,11,0000-12-11,346
San Diego,USW00093107,55,Dec,12,12,0000-12-12,347
San Diego,USW00093107,55,Dec,12,13,0000-12-13,348
San Diego,USW00093107,54.9,Dec,12,14,0000-12-14,349
San Diego,USW00093107,54.9,Dec,12,15,0000-12-15,350
San Diego,USW00093107,54.8,Dec,12,16,0000-12-16,351
San Diego,USW00093107,54.8,Dec,12,17,0000-12-17,352
San Diego,USW00093107,54.8,Dec,12,18,0000-12-18,353
San Diego,USW00093107,54.8,Dec,12,19,0000-12-19,354
San Diego,USW00093107,54.8,Dec,12,20,0000-12-20,355
San Diego,USW00093107,54.8,Dec,12,21,0000-12-21,356
San Diego,USW00093107,54.8,Dec,12,22,0000-12-22,357
San Diego,USW00093107,54.8,Dec,12,23,0000-12-23,358
San Diego,USW00093107,54.9,Dec,12,24,0000-12-24,359
San Diego,USW00093107,54.9,Dec,12,25,0000-12-25,360
San Diego,USW00093107,54.9,Dec,12,26,0000-12-26,361
San Diego,USW00093107,55,Dec,12,27,0000-12-27,362
San Diego,USW00093107,55,Dec,12,28,0000-12-28,363
San Diego,USW00093107,55.1,Dec,12,29,0000-12-29,364
San Diego,USW00093107,55.1,Dec,12,30,0000-12-30,365
San Diego,USW00093107,55.2,Dec,12,31,0000-12-31,366
